CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Satisfaction.Score,Card.Type,Point.Earned
708,Germany,Female,42,8,192390.52,2,1,0,823.36,Stayed,2,SILVER,307
644,Spain,Male,49,10,0,2,1,1,145089.64,Stayed,4,SILVER,511
652,Germany,Male,27,2,166527.88,2,0,1,146007.7,Stayed,1,SILVER,917
640,France,Male,28,7,0,2,1,1,131097.9,Stayed,5,DIAMOND,611
788,France,Female,43,10,0,2,1,1,116111.51,Stayed,4,DIAMOND,797
648,Germany,Male,33,5,138664.24,1,1,0,29076.27,Stayed,1,PLATINUM,403
642,France,Male,72,1,160541,2,1,1,142223.94,Stayed,5,SILVER,836
769,France,Male,48,2,96542.16,2,0,1,197885.72,Stayed,3,DIAMOND,827
661,France,Female,34,0,0,2,1,0,185555.63,Stayed,5,SILVER,996
622,Spain,Male,42,9,0,2,1,0,119127.06,Stayed,5,SILVER,884
850,France,Female,32,5,106290.64,1,1,0,121982.73,Stayed,4,DIAMOND,946
694,Spain,Male,38,7,121527.4,1,1,0,113481.02,Stayed,4,PLATINUM,582
701,France,Male,37,1,0,2,1,0,163457.55,Stayed,3,GOLD,947
770,Germany,Female,46,5,141788.63,2,0,0,164967.21,Stayed,5,PLATINUM,791
715,Spain,Male,42,6,0,2,1,1,128745.69,Stayed,4,SILVER,289
553,France,Female,27,3,0,2,0,0,159800.16,Stayed,5,GOLD,300
603,Germany,Male,26,4,109166.37,1,1,1,92840.67,Stayed,3,PLATINUM,882
619,Germany,Female,41,5,92467.58,1,1,0,38270.47,Stayed,3,GOLD,569
724,France,Male,29,4,0,1,1,0,8982.75,Stayed,5,GOLD,881
692,Spain,Female,49,9,0,2,1,0,178342.63,Stayed,1,PLATINUM,373
537,Spain,Female,38,1,0,2,0,1,41233.97,Stayed,5,PLATINUM,818
667,Spain,Female,40,1,146502.07,1,1,0,19162.89,Stayed,3,DIAMOND,230
478,Spain,Male,43,1,0,2,1,1,197916.43,Stayed,5,DIAMOND,303
603,France,Male,43,5,127823.93,1,1,1,19483.35,Stayed,1,SILVER,711
505,Germany,Female,37,6,159863.9,2,0,1,125307.87,Stayed,1,GOLD,421
675,France,Male,35,8,0,2,1,1,56642.97,Stayed,3,PLATINUM,806
724,Germany,Male,30,7,115315.04,1,1,0,15216.53,Stayed,1,SILVER,985
734,Germany,Male,33,5,121898.58,1,1,0,61829.89,Stayed,4,PLATINUM,659
547,France,Female,29,6,104450.86,1,1,1,37160.28,Stayed,2,SILVER,546
635,Spain,Female,35,7,0,2,1,1,65951.65,Stayed,2,GOLD,318
681,Germany,Male,48,5,139714.4,2,0,0,73066.72,Stayed,3,GOLD,541
655,Spain,Male,38,9,0,1,0,1,90490.33,Stayed,5,PLATINUM,544
691,Germany,Male,27,3,160358.68,2,1,0,142367.72,Stayed,3,GOLD,527
461,France,Female,35,5,0,1,1,1,54209.02,Stayed,2,GOLD,710
636,Germany,Female,37,9,157098.52,1,1,1,153535.27,Stayed,3,SILVER,638
660,Spain,Female,36,0,84438.57,1,1,1,181449.51,Stayed,4,DIAMOND,699
569,Spain,Female,30,3,139528.23,1,1,1,33230.37,Stayed,4,SILVER,705
665,France,Male,51,2,0,1,0,0,53353.36,Stayed,1,GOLD,434
781,Spain,Male,35,4,80790.74,1,1,0,116429.51,Stayed,2,SILVER,456
561,France,Female,35,5,0,2,1,0,59981.62,Stayed,2,PLATINUM,598
542,France,Male,34,8,101116.06,1,1,0,196395.05,Stayed,4,SILVER,987
555,Spain,Male,32,4,0,2,1,1,54405.79,Stayed,4,DIAMOND,850
658,France,Female,39,4,0,1,1,1,147530.06,Stayed,3,GOLD,745
639,France,Female,31,3,98360.03,1,0,0,20973.8,Stayed,4,PLATINUM,607
798,France,Male,22,8,0,2,1,0,107615.43,Stayed,5,GOLD,280
676,Germany,Male,28,1,69459.05,2,1,1,128461.29,Stayed,4,DIAMOND,917
604,France,Male,34,7,0,2,1,1,188078.55,Stayed,4,SILVER,757
627,France,Male,73,0,146329.73,1,0,1,43615.67,Stayed,2,DIAMOND,871
653,France,Female,27,9,0,2,1,0,96429.29,Stayed,3,GOLD,834
658,France,Female,43,7,140260.36,2,1,0,2748.72,Stayed,4,DIAMOND,643
678,France,Male,31,2,0,2,1,1,58803.28,Stayed,1,DIAMOND,888
454,France,Male,34,4,0,2,1,0,198817.72,Stayed,2,PLATINUM,731
717,France,Male,31,4,129722.57,1,0,0,41176.6,Stayed,5,GOLD,585
630,France,Male,43,9,0,2,1,1,34338.04,Stayed,4,GOLD,649
668,France,Female,35,6,102482.76,1,1,1,53994.64,Stayed,3,SILVER,421
657,France,Male,44,6,76495.04,1,1,0,79071.89,Stayed,4,SILVER,721
562,France,Male,33,6,0,2,1,0,111590.35,Stayed,3,DIAMOND,933
733,Germany,Female,33,7,187257.94,1,0,1,190430.81,Stayed,2,DIAMOND,356
661,Germany,Female,35,5,150725.53,2,0,1,113656.85,Stayed,1,GOLD,770
735,France,Male,31,3,119558.35,1,0,0,72927.68,Stayed,1,GOLD,386
671,Spain,Male,34,10,153360.02,1,1,0,140509.86,Stayed,4,SILVER,761
622,Germany,Female,28,1,143124.63,2,1,0,81723.8,Stayed,4,GOLD,295
684,Spain,Female,39,4,139723.9,1,1,1,120612.11,Stayed,2,SILVER,254
721,France,Female,37,1,0,2,1,0,70810.8,Stayed,5,DIAMOND,420
692,France,Female,34,7,0,2,1,0,195074.62,Stayed,1,DIAMOND,427
613,Spain,Male,34,3,0,1,1,1,41724.72,Stayed,2,GOLD,474
507,Germany,Female,46,8,102785.16,1,1,1,70323.68,Stayed,1,GOLD,633
588,Spain,Male,33,2,0,2,1,1,12483.56,Stayed,1,PLATINUM,469
428,France,Female,62,1,107735.93,1,0,1,58381.77,Stayed,4,DIAMOND,398
507,France,Female,33,1,113452.66,1,0,0,142911.99,Stayed,1,SILVER,401
627,France,Female,27,2,0,2,1,0,125451.01,Stayed,3,DIAMOND,402
831,France,Male,30,2,0,2,0,1,3430.38,Stayed,1,DIAMOND,841
696,France,Female,25,8,126442.59,1,1,0,121904.44,Stayed,4,SILVER,267
702,Spain,Male,32,8,71667.74,1,1,1,126082.18,Stayed,2,GOLD,225
773,Germany,Female,42,8,152324.66,2,1,0,171733.22,Stayed,4,GOLD,628
539,Spain,Female,37,1,130922.81,2,0,0,2186.83,Stayed,1,PLATINUM,319
758,France,Male,35,7,0,2,1,0,77951.84,Stayed,3,DIAMOND,560
850,Spain,Male,37,4,137204.77,1,1,1,28865.59,Stayed,5,DIAMOND,687
718,Germany,Male,43,5,132615.73,2,1,0,32999.1,Stayed,3,SILVER,795
771,Germany,Male,32,9,77487.2,1,0,0,33143.04,Stayed,3,SILVER,918
706,France,Male,54,9,117444.51,1,1,1,186238.85,Stayed,2,PLATINUM,344
710,France,Female,37,5,0,2,1,0,115403.31,Stayed,1,SILVER,875
724,Spain,Male,45,5,83888.54,1,0,1,34121.81,Stayed,3,SILVER,559
644,Germany,Female,44,8,106022.73,2,0,0,148727.42,Stayed,1,DIAMOND,934
696,Germany,Male,38,6,142316.14,1,1,1,8018.49,Stayed,1,GOLD,365
655,Germany,Male,67,6,148363.38,1,1,1,186995.17,Stayed,5,PLATINUM,241
637,France,Male,27,9,128940.24,1,1,0,46786.92,Stayed,5,GOLD,304
603,Germany,Male,46,4,98899.76,2,1,1,86190.34,Stayed,3,DIAMOND,801
593,Spain,Male,31,8,112713.34,1,1,1,176868.89,Stayed,2,GOLD,710
540,Spain,Male,67,1,88382.01,1,0,1,59457,Stayed,4,GOLD,409
695,Germany,Male,40,7,139022.24,1,0,1,193383.13,Stayed,2,DIAMOND,227
728,Germany,Male,39,6,152182.83,1,0,0,161203.6,Stayed,4,DIAMOND,256
604,Spain,Female,34,3,0,2,1,0,38587.7,Stayed,1,DIAMOND,407
586,Germany,Male,38,2,136858.42,1,0,1,189143.94,Stayed,2,DIAMOND,840
566,Spain,Male,44,5,0,2,1,0,66462.79,Stayed,5,PLATINUM,294
593,Spain,Female,38,4,88736.44,2,1,0,67020.03,Stayed,5,PLATINUM,910
687,France,Male,35,8,0,2,1,0,10334.05,Stayed,5,PLATINUM,809
850,Spain,Female,39,6,0,2,1,0,103921.43,Stayed,3,GOLD,491
674,France,Female,28,3,0,1,1,0,51536.99,Stayed,5,PLATINUM,409
612,Germany,Female,58,1,149641.53,1,1,1,115161.28,Stayed,5,GOLD,405
653,France,Female,74,0,121276.32,1,1,1,160348.31,Stayed,3,GOLD,582
567,Spain,Male,44,9,0,2,1,0,87677.15,Stayed,1,DIAMOND,240
809,France,Male,24,7,109558.36,1,1,0,183515.13,Stayed,5,GOLD,483
623,Germany,Male,33,8,96759.42,1,1,1,174777.98,Stayed,2,SILVER,357
686,France,Female,41,7,152105.57,2,0,1,132374.41,Stayed,1,SILVER,665
749,France,Female,26,6,0,2,0,1,34948.77,Stayed,4,GOLD,240
695,France,Male,36,6,114007.5,2,1,0,118120.88,Stayed,1,DIAMOND,533
634,France,Male,37,5,115345.86,2,0,0,168781.8,Stayed,3,GOLD,261
628,France,Female,29,9,71996.29,1,1,1,34857.46,Stayed,4,DIAMOND,221
655,Spain,Female,28,3,113811.85,2,0,1,76844.23,Stayed,5,PLATINUM,890
619,Germany,Male,40,9,103604.31,2,0,0,140947.05,Stayed,1,DIAMOND,923
606,Germany,Male,40,1,144757.97,2,1,1,166656.18,Stayed,3,SILVER,743
676,Spain,Male,35,0,0,2,0,0,139911.58,Stayed,3,SILVER,543
724,France,Male,40,6,0,2,0,0,106149.48,Stayed,3,PLATINUM,437
718,France,Male,27,2,0,2,0,0,26229.24,Stayed,1,PLATINUM,538
608,Germany,Female,48,2,127924.25,2,1,0,32202.61,Stayed,1,DIAMOND,794
738,France,Male,18,4,0,2,1,1,47799.15,Stayed,5,PLATINUM,739
603,Spain,Male,24,1,165149.13,2,1,0,21858.28,Stayed,1,PLATINUM,872
512,France,Male,43,1,0,2,1,1,52471.36,Stayed,4,GOLD,574
705,Germany,Male,42,8,166685.92,2,1,1,55313.51,Stayed,4,GOLD,283
602,France,Male,34,5,0,2,1,1,77414.45,Stayed,2,DIAMOND,743
642,France,Male,35,2,133161.95,1,0,1,122254.86,Stayed,3,GOLD,460
731,France,Male,29,10,0,2,1,1,162452.65,Stayed,4,SILVER,251
653,Spain,Male,30,4,0,2,1,0,120736.04,Stayed,5,DIAMOND,739
608,Spain,Female,56,5,0,2,0,1,153810.41,Stayed,1,DIAMOND,921
678,France,Female,22,6,118064.93,2,1,1,195424.01,Stayed,3,GOLD,749
738,Germany,Male,37,7,140950.92,2,1,0,195333.98,Stayed,5,SILVER,865
571,France,Male,40,5,0,2,0,0,72849.29,Stayed,2,SILVER,557
850,France,Female,41,5,0,2,1,1,34827.43,Stayed,2,GOLD,914
682,Spain,Male,36,5,0,2,1,1,147758.51,Stayed,5,GOLD,628
739,Spain,Male,38,0,128366.44,1,1,0,12796.43,Stayed,3,PLATINUM,631
684,France,Male,30,2,0,2,1,0,83473.82,Stayed,4,DIAMOND,699
670,Spain,Male,37,0,178742.71,1,1,1,194493.57,Stayed,3,DIAMOND,345
541,France,Male,46,4,124547.13,2,1,0,94499.06,Stayed,5,GOLD,690
737,Germany,Male,35,0,133377.8,1,0,1,64050.19,Stayed,1,DIAMOND,666
605,France,Male,33,9,128152.82,1,0,0,147822.81,Stayed,1,DIAMOND,432
710,France,Female,31,3,0,2,1,1,112289.06,Stayed,2,SILVER,681
564,France,Female,27,6,0,1,0,0,7819.76,Stayed,5,PLATINUM,602
530,Spain,Female,36,7,0,2,1,0,80619.09,Stayed,5,SILVER,761
506,Germany,Female,59,3,190353.08,1,1,0,78365.75,Stayed,4,PLATINUM,797
543,Spain,Female,41,4,0,1,0,0,194902.16,Stayed,5,PLATINUM,331
459,France,Male,26,4,149879.66,1,0,0,50016.17,Stayed,1,DIAMOND,872
757,Spain,Female,44,9,0,2,1,0,177528.92,Stayed,3,GOLD,579
594,France,Male,50,7,81310.34,1,1,1,183868.01,Stayed,4,SILVER,439
733,France,Female,44,6,168165.84,1,0,1,197193.49,Stayed,2,SILVER,225
627,Spain,Female,25,4,0,1,1,1,194313.93,Stayed,5,SILVER,992
524,France,Male,29,7,0,2,1,1,105448.74,Stayed,3,PLATINUM,717
757,France,Male,38,0,0,1,1,0,83263.06,Stayed,1,PLATINUM,537
590,Spain,Female,29,10,99250.08,1,1,1,129629.41,Stayed,5,GOLD,931
578,Spain,Male,23,8,0,2,1,0,112124.98,Stayed,3,DIAMOND,240
488,Germany,Female,33,4,140002.35,1,1,0,123613.81,Stayed,1,GOLD,935
541,France,Female,32,4,0,1,1,1,114951.42,Stayed,4,SILVER,459
672,Germany,Female,23,10,110741.56,1,1,0,80778.5,Stayed,4,SILVER,455
701,France,Male,39,9,140236.98,1,0,1,146651.99,Stayed,2,PLATINUM,342
733,France,Male,33,3,0,1,1,1,7666.73,Stayed,1,SILVER,855
550,France,Male,34,8,122359.5,1,0,0,116495.55,Stayed,2,GOLD,702
751,Germany,Male,34,9,108513.25,2,1,1,27097.82,Stayed,5,SILVER,264
677,Spain,Female,43,3,133214.88,2,1,1,95936.84,Stayed,5,DIAMOND,865
509,France,Male,30,6,0,2,1,0,180598.86,Stayed,4,DIAMOND,342
531,France,Male,29,3,114590.58,1,0,0,75585.48,Stayed,5,DIAMOND,429
704,Spain,Male,37,4,0,2,0,0,25684.93,Stayed,5,SILVER,439
748,Spain,Male,60,3,0,2,1,1,78194.37,Stayed,1,DIAMOND,505
746,France,Female,21,8,166883.07,2,0,1,194563.65,Stayed,3,GOLD,261
745,France,Female,40,6,131184.67,1,1,1,49815.62,Stayed,1,DIAMOND,966
507,France,Male,36,4,83543.37,1,0,0,140134.43,Stayed,1,DIAMOND,691
528,France,Male,30,2,128262.72,2,1,0,50771.16,Stayed,2,PLATINUM,791
606,France,Male,40,5,0,2,1,1,70899.27,Stayed,2,DIAMOND,664
515,Spain,Male,35,10,176273.95,1,0,1,121277.78,Stayed,1,GOLD,231
623,France,Female,35,5,0,2,1,0,101192.08,Stayed,2,DIAMOND,311
628,France,Male,30,8,89182.09,1,1,1,13126.9,Stayed,3,GOLD,228
672,France,Female,53,7,0,1,1,1,136910.18,Stayed,3,PLATINUM,311
597,France,Male,28,2,0,3,1,1,78707.97,Stayed,3,SILVER,793
464,France,Male,38,3,116439.65,1,1,0,75574.48,Stayed,5,DIAMOND,434
460,Germany,Female,35,8,102742.91,2,1,1,189339.6,Stayed,5,DIAMOND,366
529,Spain,Female,39,2,82766.43,1,1,1,122925.44,Stayed,3,GOLD,574
482,France,Female,35,2,133111.73,1,0,1,79957.95,Stayed,3,PLATINUM,956
573,Germany,Male,31,0,134644.19,1,1,1,70381.49,Stayed,5,SILVER,603
587,France,Female,36,1,70784.27,1,1,0,30579.82,Stayed,3,PLATINUM,509
521,France,Male,37,5,105843.26,2,1,1,84908.2,Stayed,3,SILVER,751
562,France,Male,75,5,87140.85,1,1,1,39351.64,Stayed,4,GOLD,389
605,Spain,Female,36,9,0,2,0,1,35521.63,Stayed,2,DIAMOND,825
640,France,Female,66,9,116037.76,1,0,1,184636.05,Stayed,1,DIAMOND,909
766,Spain,Male,41,0,0,2,0,1,34283.23,Stayed,4,GOLD,670
644,France,Female,24,8,92760.55,1,1,0,35896.75,Stayed,5,GOLD,238
528,Germany,Male,32,2,99092.45,1,0,1,111149.98,Stayed,5,PLATINUM,859
656,France,Female,39,6,0,2,1,0,141069.88,Stayed,4,DIAMOND,638
634,France,Female,37,7,51582.5,2,1,1,184312.88,Stayed,5,GOLD,902
646,Germany,Female,29,4,105957.44,1,1,0,15470.91,Stayed,1,PLATINUM,345
732,France,Male,36,7,0,2,1,1,60830.24,Stayed,1,GOLD,875
515,France,Male,40,0,109542.29,1,1,1,166370.81,Stayed,5,GOLD,312
697,France,Female,76,7,0,2,0,1,188772.45,Stayed,3,DIAMOND,733
718,France,Female,35,2,167924.95,1,1,0,43024.64,Stayed,2,SILVER,317
783,Spain,Male,39,9,0,2,1,0,143752.77,Stayed,4,DIAMOND,301
711,France,Female,21,0,82844.33,2,0,1,1408.68,Stayed,1,SILVER,310
680,Spain,Female,34,7,0,2,1,0,98949.85,Stayed,5,PLATINUM,912
567,Germany,Female,40,2,105222.86,2,1,0,93795.86,Stayed,1,SILVER,975
555,Germany,Female,62,10,114822.64,1,0,1,8444.5,Stayed,3,GOLD,291
808,France,Male,45,7,118626.55,2,1,0,147132.46,Stayed,1,SILVER,559
606,Germany,Female,27,6,172310.33,1,0,1,111448.92,Stayed,4,DIAMOND,232
697,Spain,Female,25,5,82931.85,2,1,1,128373.88,Stayed,1,PLATINUM,282
720,France,Male,29,2,0,2,1,0,39925.52,Stayed,5,PLATINUM,398
607,France,Female,33,8,91301.72,1,0,1,130824.57,Stayed,5,DIAMOND,480
623,France,Female,39,1,160903.2,1,0,0,78774.36,Stayed,5,PLATINUM,633
709,France,Female,45,3,104118.5,1,0,1,174032,Stayed,2,SILVER,569
646,France,Male,30,7,0,2,1,0,153566.97,Stayed,1,PLATINUM,801
701,France,Female,42,6,86167.82,1,1,0,153342.38,Stayed,5,DIAMOND,958
573,France,Male,52,8,0,2,0,1,178229.04,Stayed,2,SILVER,481
748,France,Male,44,4,112610.77,1,0,1,2048.55,Stayed,3,GOLD,315
684,Spain,Female,41,1,134177.06,1,0,0,177506.66,Stayed,1,PLATINUM,456
680,Germany,Female,31,3,127331.46,3,1,1,176433.6,Stayed,4,SILVER,807
782,France,Male,39,8,0,2,1,1,33949.67,Stayed,3,PLATINUM,424
732,Germany,Male,42,9,108748.08,2,1,1,65323.11,Stayed,1,DIAMOND,932
695,Spain,Female,35,7,79858.13,2,1,1,127977.66,Stayed,5,PLATINUM,408
778,France,Male,44,8,123863.64,1,1,0,144494.94,Stayed,1,DIAMOND,830
838,Spain,Female,39,5,166733.92,2,1,0,14279.44,Stayed,2,DIAMOND,917
722,France,Male,40,6,0,2,1,1,111893.09,Stayed,2,GOLD,846
817,Germany,Male,58,3,114327.59,2,1,1,42831.11,Stayed,3,DIAMOND,262
567,France,Female,35,5,166118.45,2,1,0,127827.18,Stayed,4,GOLD,239
539,France,Female,22,0,100885.93,2,1,1,38772.65,Stayed,5,GOLD,725
665,France,Female,41,8,96147.55,1,1,0,137037.97,Stayed,3,PLATINUM,280
659,Spain,Female,33,8,115409.6,1,0,1,1539.21,Stayed,1,SILVER,595
655,France,Female,38,6,0,1,1,1,188639.28,Stayed,3,SILVER,333
665,France,Female,37,5,160389.82,1,0,1,183542.08,Stayed,2,GOLD,661
616,Spain,Male,30,5,0,2,0,1,196108.51,Stayed,4,PLATINUM,701
639,France,Female,42,4,0,2,0,0,167682.37,Stayed,2,GOLD,968
685,France,Male,20,4,104719.94,2,1,0,38691.34,Stayed,5,DIAMOND,909
774,Spain,Female,36,8,117152.3,1,0,0,101828.39,Stayed,4,GOLD,707
538,France,Male,31,1,0,2,1,0,1375.46,Stayed,1,PLATINUM,360
617,Spain,Male,34,9,0,2,1,0,118749.58,Stayed,1,PLATINUM,561
575,Spain,Female,31,6,0,2,1,1,95686.42,Stayed,4,SILVER,609
554,France,Female,38,4,137654.05,2,1,1,172629.67,Stayed,2,PLATINUM,326
516,France,Male,51,8,120124.35,2,0,1,168773.54,Stayed,2,PLATINUM,286
696,France,Male,34,9,150856.79,1,0,1,8236.78,Stayed,3,GOLD,572
811,France,Male,40,1,101514.89,1,1,1,121765,Stayed,3,SILVER,749
671,France,Male,31,0,116234.61,1,1,0,172096.08,Stayed,5,SILVER,395
611,France,Male,68,5,82547.11,2,1,1,146448.01,Stayed,3,GOLD,631
619,France,Male,43,1,125211.92,1,1,1,113410.49,Stayed,5,SILVER,657
631,France,Male,35,8,129205.49,1,1,1,79146.36,Stayed,2,SILVER,460
684,Germany,Male,18,9,90544,1,0,1,4777.23,Stayed,3,PLATINUM,300
603,Spain,Male,30,6,129548.5,2,1,1,19282.85,Stayed,2,SILVER,553
508,France,Female,60,7,143262.04,1,1,1,129562.74,Stayed,3,GOLD,727
653,France,Male,44,8,0,2,1,1,154639.72,Stayed,3,PLATINUM,382
682,Germany,Female,43,7,111094.05,2,1,1,64679.3,Stayed,2,GOLD,571
815,France,Male,24,7,171922.72,1,0,1,178028.96,Stayed,2,DIAMOND,458
669,France,Male,37,4,0,1,1,0,132540.33,Stayed,5,PLATINUM,968
664,France,Female,38,4,74306.19,2,1,0,154395.56,Stayed,3,DIAMOND,733
653,Spain,Male,35,9,0,2,1,1,45956.05,Stayed,4,GOLD,441
450,Spain,Female,34,2,0,2,1,0,175480.93,Stayed,1,SILVER,920
501,France,Female,41,3,144260.5,1,1,0,172114.67,Stayed,5,DIAMOND,518
584,France,Male,38,9,104584.16,1,1,0,176678.72,Stayed,4,GOLD,565
614,Spain,Male,36,5,0,2,1,0,130610.78,Stayed,1,GOLD,877
836,Germany,Female,32,4,109196.67,2,1,0,55218.02,Stayed,4,DIAMOND,246
650,Germany,Female,35,3,165982.43,2,1,1,24482.16,Stayed,2,PLATINUM,306
713,France,Female,39,10,0,2,1,1,126263.97,Stayed,5,PLATINUM,238
509,Germany,Male,32,9,170661.47,1,1,1,21646.2,Stayed,4,SILVER,994
770,Spain,Male,30,8,0,2,0,1,50839.85,Stayed,3,GOLD,597
624,Spain,Female,35,7,119656.45,2,1,1,4595.05,Stayed,1,DIAMOND,839
767,France,Male,48,9,0,2,0,1,175458.21,Stayed,5,DIAMOND,741
747,France,Male,41,5,0,2,1,1,22750.17,Stayed,3,DIAMOND,339
683,France,Female,33,9,0,2,1,1,38784.42,Stayed,2,SILVER,644
512,France,Male,36,4,152169.12,2,0,0,38629.3,Churned,5,DIAMOND,555
659,Spain,Female,42,2,0,1,0,0,162734.31,Churned,1,SILVER,674
579,Spain,Male,33,6,0,1,1,0,94993.04,Churned,4,PLATINUM,266
753,Spain,Male,51,4,79811.72,2,0,1,68260.27,Churned,1,DIAMOND,956
576,France,Male,24,3,0,1,0,1,78498.04,Churned,2,SILVER,938
813,Germany,Male,59,2,135078.41,1,1,0,187636.06,Churned,1,GOLD,709
608,France,Female,62,8,144976.5,1,0,0,175836.03,Churned,1,GOLD,836
570,Germany,Male,38,1,127201.58,1,1,0,147168.28,Churned,2,PLATINUM,509
603,France,Female,24,3,0,1,1,1,198826.03,Churned,5,SILVER,652
531,France,Female,47,6,0,1,0,0,194998.34,Churned,2,SILVER,510
676,France,Female,40,2,147803.48,1,1,0,95181.06,Churned,5,DIAMOND,275
532,Germany,Male,52,3,110791.97,1,1,0,148704.77,Churned,4,DIAMOND,846
609,Spain,Male,61,1,0,1,1,0,22447.85,Churned,5,PLATINUM,400
632,Spain,Male,37,1,138207.08,1,1,0,60778.11,Churned,3,DIAMOND,302
698,Spain,Female,47,6,0,1,1,0,50213.81,Churned,4,PLATINUM,625
667,Spain,Male,71,4,137260.78,1,0,1,94433.08,Churned,2,DIAMOND,915
561,France,Male,56,7,152759,2,1,0,133167.11,Churned,2,GOLD,377
822,France,Male,38,6,128289.7,3,1,0,9149.96,Churned,3,DIAMOND,799
850,Germany,Female,35,2,80931.75,1,0,0,12639.67,Churned,2,DIAMOND,983
720,France,Female,38,10,0,2,1,1,56229.72,Churned,2,GOLD,966
634,France,Female,45,2,0,4,1,0,101039.53,Churned,2,SILVER,611
414,France,Male,38,8,0,1,0,1,77661.12,Churned,4,DIAMOND,258
709,Germany,Male,45,4,122917.71,1,1,1,11.58,Churned,5,GOLD,254
850,Spain,Male,51,3,109799.55,2,1,1,12457.76,Churned,3,PLATINUM,974
601,France,Female,40,3,92055.36,1,0,1,164652.02,Churned,5,GOLD,543
705,Spain,Female,47,3,63488.7,1,0,1,28640.92,Churned,4,DIAMOND,555
620,France,Male,61,5,0,1,0,0,31641.52,Churned,3,GOLD,586
634,Germany,Female,53,3,113781.5,2,1,1,106345.05,Churned,5,GOLD,559
640,Spain,Male,43,9,172478.15,1,1,0,191084.4,Churned,4,DIAMOND,844
624,France,Male,55,7,118793.6,1,1,1,95022.02,Churned,4,DIAMOND,503
668,Spain,Female,24,7,173962.32,1,0,0,106457.11,Churned,2,SILVER,967
622,Germany,Female,52,9,111973.97,1,1,1,162756.29,Churned,2,GOLD,918
539,Spain,Male,38,6,0,1,1,1,152880.07,Churned,3,SILVER,219
731,Spain,Female,40,5,171325.98,1,1,1,159718.27,Churned,2,SILVER,964
537,Germany,Male,39,3,135309.36,1,1,0,31728.86,Churned,2,PLATINUM,746
850,Spain,Male,39,6,206014.94,2,0,1,42774.84,Churned,5,PLATINUM,748
831,Germany,Male,44,3,111100.98,1,1,1,28144.07,Churned,4,GOLD,560
720,France,Female,45,1,102882.4,2,1,1,35633.15,Churned,3,DIAMOND,219
561,France,Female,27,9,135637,1,1,0,153080.4,Churned,2,SILVER,567
596,Spain,Female,54,0,78126.28,1,1,1,153482.91,Churned,2,PLATINUM,479
815,France,Male,45,7,0,1,0,1,52885.23,Churned,5,SILVER,666
587,Germany,Female,44,5,125584.17,2,1,1,41852.24,Churned,5,SILVER,228
630,Germany,Male,29,6,131354.39,1,0,1,9324.31,Churned,4,SILVER,846
811,France,Male,46,9,180226.24,1,1,0,13464.64,Churned,3,PLATINUM,340
521,France,Male,27,4,121325.84,1,1,1,164223.7,Churned,3,PLATINUM,575
739,Germany,Male,32,3,102128.27,1,1,0,63981.37,Churned,2,DIAMOND,979
608,Germany,Female,44,5,126147.84,1,0,1,132424.69,Churned,1,DIAMOND,818
597,Germany,Female,39,8,162532.14,3,1,0,36051.46,Churned,2,SILVER,699
613,Germany,Female,43,10,120481.69,1,0,0,94875.03,Churned,1,DIAMOND,333
591,Spain,Female,27,5,107812.67,1,0,1,162501.83,Churned,2,SILVER,792
687,Germany,Female,47,1,91219.29,1,0,0,158845.49,Churned,2,GOLD,268
720,Germany,Male,46,3,97042.6,1,1,1,133516.51,Churned,2,GOLD,809
708,France,Female,51,8,70754.18,1,1,1,92920.04,Churned,2,PLATINUM,1000
706,Spain,Female,29,1,209490.21,1,1,1,133267.69,Churned,2,DIAMOND,243
673,France,Female,38,2,170061.92,2,0,0,134901.34,Churned,5,PLATINUM,954
565,France,Male,55,4,118803.35,2,1,1,128124.7,Churned,2,GOLD,535
702,Spain,Male,44,9,0,1,0,0,59207.41,Churned,4,DIAMOND,977
705,France,Female,37,10,0,2,1,1,13935.53,Churned,3,GOLD,931
835,Germany,Male,20,4,124365.42,1,0,0,180197.74,Churned,3,GOLD,812
663,Germany,Female,46,6,95439.4,1,1,1,21038.58,Churned,4,DIAMOND,825
581,Germany,Female,43,5,93259.57,3,1,0,141035.65,Churned,5,DIAMOND,276
785,Germany,Female,32,3,124493.03,2,0,1,52583.79,Churned,1,DIAMOND,839
513,France,Female,45,0,164649.52,3,1,0,49915.52,Churned,4,GOLD,590
739,Germany,Male,54,8,126418.14,1,1,0,134420.75,Churned,2,DIAMOND,718
602,Germany,Female,43,2,113641.49,4,1,0,115116.35,Churned,2,GOLD,679
498,Germany,Female,41,4,87541.06,2,1,1,12577.21,Churned,3,GOLD,326
706,Germany,Female,46,4,105214.58,1,1,0,108699.59,Churned,3,PLATINUM,635
730,France,Female,47,7,0,1,1,0,33373.26,Churned,2,PLATINUM,504
664,Germany,Female,49,5,127421.78,2,1,0,108876.75,Churned,2,PLATINUM,923
545,Germany,Male,53,5,114421.55,1,1,0,180598.28,Churned,3,PLATINUM,490
521,Spain,Female,49,4,82940.25,2,0,0,62413.01,Churned,3,GOLD,772
603,France,Female,48,5,0,1,1,0,100478.6,Churned,2,PLATINUM,709
619,Spain,Female,32,4,175406.13,2,1,1,172792.43,Churned,1,DIAMOND,707
